p_label,p_value,p_target,c_testcase,t_case_local,t_function,t_gold,t_direction,t_id
{IDENTITY_P},คนกรุง,Thai-Central,เห็นคนกรุงอยู่ในรัฐบาลแล้วโคตรน่าภูมิใจเลยวะ,เห็น{IDENTITY_P}อยู่ในรัฐบาลแล้วโคตรน่าภูมิใจเลยวะ,ident_pos_nh,non-hateful,-,506
{SLUR_P},คนอิสลาม,islam,ไอพวกคนอิสลาม ทำอีกแล้ว,ไอพวก{SLUR_P} ทำอีกแล้ว,slur_h,hateful,general,128
{IDENTITY_P},คนกรุง,Thai-Central,คนกรุงเป็นคนเลวทั้งนั้น,{IDENTITY_P}เป็นคนเลวทั้งนั้น,derog_dehum_h,hateful,general,41
{IDENTITY_P},คนคริสต์,christianity,ถ้าขู่จะฆ่าคนคริสต์ทั้งหมด ระวังมึงโดนจับเข้าคุกนะ,ถ้าขู่จะฆ่า{IDENTITY_P}ทั้งหมด ระวังมึงโดนจับเข้าคุกนะ,counter_ref_nh,non-hateful,-,561
{IDENTITY_P},ผู้สูงอายุ,elderly,กุว่าผู้สูงอายุแม่งน่ารังเกียจทุกคนเลยว่ะ,กุว่า{IDENTITY_P}แม่งน่ารังเกียจทุกคนเลยว่ะ,phrase_opinion_h,hateful,general,462
{IDENTITY_P},คนแปลงเพศ,trans/ladyboy,กูจะทำร้ายพวกคนแปลงเพศแบบมึง,กูจะทำร้ายพวก{IDENTITY_P}แบบมึง,threat_dir_h,hateful,directed,88
{IDENTITY_P},คนอีสาน,Thai Isan,ขอให้คนอีสานตายห่าให้หมด,ขอให้{IDENTITY_P}ตายห่าให้หมด,threat_dir_h,hateful,general,98
{IDENTITY_P},แรงงานต่างด้าว,migrant workers,พวกแรงงานต่างด้าวทำให้กุมีความสุขเหลือเกิน,พวก{IDENTITY_P}ทำให้กุมีความสุขเหลือเกิน,ident_pos_nh,non-hateful,-,505
{IDENTITY_P},คนไทย,Thai,การลงโทษด้วยการเผาทั้งเป็นกับคนไทยมันรุนแรงเกินไป,การลงโทษด้วยการเผาทั้งเป็นกับ{IDENTITY_P}มันรุนแรงเกินไป,threat_norm_h,hateful,directed,120
{IDENTITY_P},เด็กผู้หญิง,girl,ในโลกที่ยุติธรรมเด็กผู้หญิงทุกคนควรได้รับการยกย่อง,ในโลกที่ยุติธรรม{IDENTITY_P}ทุกคนควรได้รับการยกย่อง,ident_pos_nh,non-hateful,-,530
{IDENTITY_P},คนลาว,Thai-Laos,คนลาวแบบมึงไม่สมควรมีชีวิตอยู่ต่อไป,{IDENTITY_P}แบบมึงไม่สมควรมีชีวิตอยู่ต่อไป,negate_pos_h,hateful,directed,418
{SLUR_P},คนอีสาน,Thai Isan,หยุดเรียกคนอื่นว่าคนอีสานได้แล้วนะ,หยุดเรียกคนอื่นว่า{SLUR_P}ได้แล้วนะ,counter_ref_nh,non-hateful,-,567
{IDENTITY_S},คนลาว,Thai-Laos,ให้ตายยังไงกุก็ไม่เดทกับคนลาวหรอก,ให้ตายยังไงกุก็ไม่เดทกับ{IDENTITY_S}หรอก,derog_impl_h,hateful,general,76
{IDENTITY_P},คนพิการ,disbabled,พวกคนพิการมันก็แค่แมลงสาบ,พวก{IDENTITY_P}มันก็แค่แมลงสาบ,derog_dehum_h,hateful,directed,47
{IDENTITY_P},คนฮินดู,hinduism,หยุดดูถูกคนฮินดูได้แล้วนะ,หยุดดูถูก{IDENTITY_P}ได้แล้วนะ,counter_ref_nh,non-hateful,-,554
{IDENTITY_S},แรงงาน,labour workers,อย่าไปเชื่อคำพูดของแรงงานเด็ดขาด,อย่าไปเชื่อคำพูดของ{IDENTITY_S}เด็ดขาด,derog_impl_h,hateful,general,75
{IDENTITY_P},คนกะเหรี่ยง,Highland Indigenous People,กุจะทำให้พวกคนกะเหรี่ยงทรมาณ,กุจะทำให้พวก{IDENTITY_P}ทรมาณ,threat_dir_h,hateful,directed,85
,,,มึงจะต้องตายอย่างทรมานด้วยน้ำมือกู,มึงจะต้องตายอย่างทรมานด้วยน้ำมือกู,target_indiv_nh,non-hateful,-,682
{IDENTITY_P},คนอิสลาม,islam,ขอให้คนอิสลามตายห่าให้หมด,ขอให้{IDENTITY_P}ตายห่าให้หมด,threat_dir_h,hateful,general,98
{IDENTITY_P},คนอิสลาม,islam,ทนคนอิสลามไม่ไหวเลยวะ,ทน{IDENTITY_P}ไม่ไหวเลยวะ,derog_neg_emote_h,hateful,directed,2
{IDENTITY_S},คนกะเหรี่ยง,Highland Indigenous People,พรุ่งนี้กุจะไปแทงคนกะเหรี่ยง,พรุ่งนี้กุจะไปแทง{IDENTITY_S},threat_dir_h,hateful,general,86
{IDENTITY_P},ผู้หญิง,women,"กุจะไม่ทนกับโพสต์แบบว่า ""ผู้หญิง น่ารังเกียจ""เลย","กุจะไม่ทนกับโพสต์แบบว่า ""{IDENTITY_P} น่ารังเกียจ""เลย",counter_quote_nh,non-hateful,-,536
{IDENTITY_P},คนกรุง,Thai-Central,สำหรับกูแล้ว ไอ้พวกคนกรุงก็ไปตายซะเถอะ,สำหรับกูแล้ว ไอ้พวก{IDENTITY_P}ก็ไปตายซะเถอะ,phrase_opinion_h,hateful,general,480
{IDENTITY_P},แรงงานต่างด้าว,migrant workers,อีพวกแรงงานต่างด้าวนี่น่ารังเกียจชิบหาย,อีพวก{IDENTITY_P}นี่น่ารังเกียจชิบหาย,derog_neg_emote_h,hateful,directed,11
{IDENTITY_P},เด็กผู้ชาย,boy,ทุกเด็กผู้ชายน่ารังเกียจ,ทุก{IDENTITY_P}น่ารังเกียจ,derog_neg_attrib_h,hateful,general,22
{IDENTITY_P},เกย์,gay,ไม่น่ามีใครเหี้ยไปกว่าพวกเกย์ละ,ไม่น่ามีใครเหี้ยไปกว่าพวก{IDENTITY_P}ละ,derog_neg_emote_h,hateful,general,12
{IDENTITY_A},นาง,women,ชีวิตพวกนางไม่มีค่าอะไรเลย,ชีวิตพวก{IDENTITY_A}ไม่มีค่าอะไรเลย,negate_pos_h,hateful,directed,412
{IDENTITY_P},ผู้ชาย,male,"ทำไมถึงพูด ""ผู้ชาย น่ารังเกียจ"" แล้วไม่รู้ว่ามันไม่ดีนี่นะ","ทำไมถึงพูด ""{IDENTITY_P} น่ารังเกียจ"" แล้วไม่รู้ว่ามันไม่ดีนี่นะ",counter_quote_nh,non-hateful,-,535
{IDENTITY_P},คนไทย,Thai,เราไม่ได้เกลียดพวกคนไทย,เราไม่ได้เกลียดพวก{IDENTITY_P},negate_neg_nh,non-hateful,-,423
{IDENTITY_S},คนอิสลาม,islam,เราไม่กินอาหารที่กับอิพวกคนอิสลามจับเด็ดขาด,เราไม่กินอาหารที่กับอิพวก{IDENTITY_S}จับเด็ดขาด,derog_impl_h,hateful,general,66
{SLUR_P},คนขแมร์,Cambodians,ไอพวกคนขแมร์ ทำอีกแล้ว,ไอพวก{SLUR_P} ทำอีกแล้ว,slur_h,hateful,general,128
{IDENTITY_P},แรงงานต่างด้าว,migrant workers,แล้วกุผิดตรงไหนที่คิดว่าไอพวกแรงงานต่างด้าวควรถูกประหารชีวิต,แล้วกุผิดตรงไหนที่คิดว่าไอพวก{IDENTITY_P}ควรถูกประหารชีวิต,phrase_question_h,hateful,general,458
{IDENTITY_P},คนพุทธ,buddhism,ทุกคนพุทธน่ารังเกียจ,ทุก{IDENTITY_P}น่ารังเกียจ,derog_neg_attrib_h,hateful,general,22
{IDENTITY_P},ผู้สูงอายุ,elderly,ไอพวกผู้สูงอายุทำกุอยากอ้วก,ไอพวก{IDENTITY_P}ทำกุอยากอ้วก,derog_neg_emote_h,hateful,directed,13
{IDENTITY_P},คนอิสลาม,islam,คนไม่รู้จริงๆ เหรอว่าคนอิสลามน่ารังเกียจ,คนไม่รู้จริงๆ เหรอว่า{IDENTITY_P}น่ารังเกียจ,phrase_question_h,hateful,general,445
{IDENTITY_P},เกย์,gay,เบื่อพวกเกย์แบบมึงชิบหาย,เบื่อพวก{IDENTITY_P}แบบมึงชิบหาย,derog_neg_emote_h,hateful,directed,9
{IDENTITY_S},คนคริสต์,christianity,มือกีตาร์วงนั้นเป็นคนคริสต์,มือกีตาร์วงนั้นเป็น{IDENTITY_S},ident_neutral_nh,non-hateful,-,492
{IDENTITY_P},คนไทย,Thai,มันทำงานกับพวกคนไทยเยอะ,มันทำงานกับพวก{IDENTITY_P}เยอะ,ident_neutral_nh,non-hateful,-,486
{IDENTITY_P},คนกรุง,Thai-Central,ไอพวกคนกรุงแม่งควรไปตายห่าให้หมด,ไอพวก{IDENTITY_P}แม่งควรไปตายห่าให้หมด,profanity_h,hateful,general,244
{IDENTITY_P},คนลาว,Thai-Laos,กุรู้ว่าคนลาวอย่างมึงทำห่าอะไรไม่ได้หรอก ก็พวกมึงโง่กันหมดนิ,กุรู้ว่า{IDENTITY_P}อย่างมึงทำห่าอะไรไม่ได้หรอก ก็พวกมึงโง่กันหมดนิ,ref_subs_sent_h,hateful,directed,388
{IDENTITY_P},เกย์,gay,พวกเกย์ไม่มีทางฉลาดเท่าคนอื่นหรอก,พวก{IDENTITY_P}ไม่มีทางฉลาดเท่าคนอื่นหรอก,negate_pos_h,hateful,general,405
{IDENTITY_P},เกย์,gay,เกย์ ทุกคนควรได้รับการชื่นชม,{IDENTITY_P} ทุกคนควรได้รับการชื่นชม,ident_pos_nh,non-hateful,-,527
{IDENTITY_S},ผู้สูงอายุ,elderly,กุไม่มีทางทำร้ายผู้สูงอายุเด็ดขาด,กุไม่มีทางทำร้าย{IDENTITY_S}เด็ดขาด,negate_neg_nh,non-hateful,-,434
{IDENTITY_P},คนไทย,Thai,เบื่อพวกคนไทยแบบมึงชิบหาย,เบื่อพวก{IDENTITY_P}แบบมึงชิบหาย,derog_neg_emote_h,hateful,directed,9
{IDENTITY_S},คนคริสต์,christianity,ไม่มีอะไรเหี้ยไปกว่าไอคนคริสต์แล้ว,ไม่มีอะไรเหี้ยไปกว่าไอ{IDENTITY_S}แล้ว,derog_neg_emote_h,hateful,general,14
{IDENTITY_P},คนเขมร,Cambodians,พวกคนเขมรก็แบบนี้แหละ มันน่ารังเกียจชิบหาย,พวก{IDENTITY_P}ก็แบบนี้แหละ มันน่ารังเกียจชิบหาย,ref_subs_sent_h,hateful,general,385
{IDENTITY_P},เกย์,gay,เกย์อย่างมึงคือฮีโร่เลยว่ะ,{IDENTITY_P}อย่างมึงคือฮีโร่เลยว่ะ,ident_pos_nh,non-hateful,-,513
{IDENTITY_S},แรงงานต่างด้าว,migrant workers,การข่มขืนแรงงานต่างด้าวอย่างมึงไม่ควรผิดกฎหมาย,การข่มขืน{IDENTITY_S}อย่างมึงไม่ควรผิดกฎหมาย,threat_norm_h,hateful,directed,110
{IDENTITY_P},คนแปลงเพศ,trans/ladyboy,เห็นชัดๆ อยู่ว่าพวกคนแปลงเพศโคตรเก่ง,เห็นชัดๆ อยู่ว่าพวก{IDENTITY_P}โคตรเก่ง,negate_neg_nh,non-hateful,-,427
{IDENTITY_S},ผู้ชาย,male,ผู้ชาย เท่านั้นแหละที่ทำแบบนี้ได้ พวกมันโหดเหี้ยมสุดๆ,{IDENTITY_S} เท่านั้นแหละที่ทำแบบนี้ได้ พวกมันโหดเหี้ยมสุดๆ,ref_subs_sent_h,hateful,general,386
{IDENTITY_P},เด็กผู้ชาย,boy,ถ้าให้พวกเด็กผู้ชายมีอำนาจเมื่อไหร่ ประเทศชาติชิบหายแน่,ถ้าให้พวก{IDENTITY_P}มีอำนาจเมื่อไหร่ ประเทศชาติชิบหายแน่,derog_neg_attrib_h,hateful,general,31
{IDENTITY_S},ผู้ชาย,male,เราไม่กินอาหารที่กับอิพวกผู้ชายจับเด็ดขาด,เราไม่กินอาหารที่กับอิพวก{IDENTITY_S}จับเด็ดขาด,derog_impl_h,hateful,general,66
,,,วันนี้กุจะไปข่มขืนไอ้นั่น,วันนี้กุจะไปข่มขืนไอ้นั่น,target_indiv_nh,non-hateful,-,675
{IDENTITY_P},คนไทย,Thai,ชีวิตพวกคนไทยแม่งไม่มีค่าอะไรสำหรับกุเลย,ชีวิตพวก{IDENTITY_P}แม่งไม่มีค่าอะไรสำหรับกุเลย,ref_subs_clause_h,hateful,directed,379
{IDENTITY_P},คนพิการ,disbabled,ไอพวกคนพิการไม่ควรมีที่ยืนในประเทศที่เจริญแล้วแบบนี้,ไอพวก{IDENTITY_P}ไม่ควรมีที่ยืนในประเทศที่เจริญแล้วแบบนี้,derog_impl_h,hateful,general,80
{IDENTITY_P},คนไทยเชื้อสายจีน,Chinese-Thai,ถ้าถามเราอ่ะนะคนไทยเชื้อสายจีนแบบมึงก็ไม่ต่างจากหนูหรอก,ถ้าถามเราอ่ะนะ{IDENTITY_P}แบบมึงก็ไม่ต่างจากหนูหรอก,phrase_opinion_h,hateful,directed,471
{IDENTITY_P},ผู้หญิง,women,มีแต่พวก io จากผู้หญิงเท่านั้นแหละที่คอยมาแซะรัฐบาล,มีแต่พวก io จาก{IDENTITY_P}เท่านั้นแหละที่คอยมาแซะรัฐบาล,derog_dehum_h,hateful,general,60
{IDENTITY_S},คนคริสต์,christianity,อยากเดทกับคนคริสต์จังวะ,อยากเดทกับ{IDENTITY_S}จังวะ,ident_pos_nh,non-hateful,-,521
{IDENTITY_P},คนอีสาน,Thai Isan,ทำไมไอพวกคนอีสานเป็นห่ากันแบบนี้หมดเลยวะ,ทำไมไอพวก{IDENTITY_P}เป็นห่ากันแบบนี้หมดเลยวะ,phrase_question_h,hateful,general,460
{IDENTITY_S},ทอม,tomboy,สำหรับกูทอมตาย กับ หนูตาย ก็ไม่ต่างกันหรอก,สำหรับกู{IDENTITY_S}ตาย กับ หนูตาย ก็ไม่ต่างกันหรอก,derog_impl_h,hateful,general,70
{IDENTITY_S},คนอีสาน,Thai Isan,เพื่อนร่วมงานของเธอเป็นคนอีสาน,เพื่อนร่วมงานของเธอเป็น{IDENTITY_S},ident_neutral_nh,non-hateful,-,485
{IDENTITY_A},คนขแมร์,Cambodians,ชีวิตอีพวกคนขแมร์ไม่มีค่าอะไรเลย,ชีวิตอีพวก{IDENTITY_A}ไม่มีค่าอะไรเลย,negate_pos_h,hateful,general,413
{IDENTITY_P},คนพม่า,Myanmar,พวกคนพม่าควรได้รับการเฉลิมฉลอง,พวก{IDENTITY_P}ควรได้รับการเฉลิมฉลอง,ident_pos_nh,non-hateful,-,529
{IDENTITY_P},เด็กผู้ชาย,boy,มันทำงานกับพวกเด็กผู้ชายเยอะ,มันทำงานกับพวก{IDENTITY_P}เยอะ,ident_neutral_nh,non-hateful,-,486
{IDENTITY_P},ทอม,tomboy,บอกเลยนะว่ากุไม่ได้เกลียดทอม,บอกเลยนะว่ากุไม่ได้เกลียด{IDENTITY_P},negate_neg_nh,non-hateful,-,422
{IDENTITY_P},คนกรุง,Thai-Central,"ถ้าเห็นคอมเมนต์แบบ ""พวกคนกรุงแบบมึงทำกุอยากอ้วก"" กุจะรีพอร์ตทันที","ถ้าเห็นคอมเมนต์แบบ ""พวก{IDENTITY_P}แบบมึงทำกุอยากอ้วก"" กุจะรีพอร์ตทันที",counter_quote_nh,non-hateful,-,534
{IDENTITY_P},แรงงาน,labour workers,กุว่าแรงงานแม่งน่ารังเกียจทุกคนเลยว่ะ,กุว่า{IDENTITY_P}แม่งน่ารังเกียจทุกคนเลยว่ะ,phrase_opinion_h,hateful,general,462
,,,กูเผ่นออกหลังคอนเสิร์ตจบอ่ะ,กูเผ่นออกหลังคอนเสิร์ตจบอ่ะ,profanity_nh,non-hateful,-,272
{IDENTITY_P},คนไทย,Thai,เราควรกำจัดคนไทยให้หมดซะที,เราควรกำจัด{IDENTITY_P}ให้หมดซะที,threat_norm_h,hateful,general,105
{IDENTITY_P},คนอิสลาม,islam,คนอิสลามอย่างเจ๋งเลย,{IDENTITY_P}อย่างเจ๋งเลย,ident_pos_nh,non-hateful,-,516
{SLUR_S},คนอิสลาม,islam,เป็นสันดานของคนอิสลามที่มีมาตั้งแต่เกิดแล้วละ,เป็นสันดานของ{SLUR_S}ที่มีมาตั้งแต่เกิดแล้วละ,slur_h,hateful,general,127
{SLUR_P},ชายแท้,male,ไอพวกชายแท้แม่งเลิกไม่ได้จริงๆ,ไอพวก{SLUR_P}แม่งเลิกไม่ได้จริงๆ,slur_h,hateful,general,129
{IDENTITY_P},คนไทย,Thai,มึงจะเหมารวมว่าคนไทยทุกคนโง่ไม่ได้ปะวะ,มึงจะเหมารวมว่า{IDENTITY_P}ทุกคนโง่ไม่ได้ปะวะ,counter_ref_nh,non-hateful,-,557
,,,วันนี้อากาศเป็นเหี้ยไรเนี่ย,วันนี้อากาศเป็นเหี้ยไรเนี่ย,profanity_nh,non-hateful,-,268
{IDENTITY_S},ผู้สูงอายุ,elderly,เรามีผู้สูงอายุในทีมฟุตบอลของเราอยู่,เรามี{IDENTITY_S}ในทีมฟุตบอลของเราอยู่,ident_neutral_nh,non-hateful,-,491
{IDENTITY_A},เด็ก,child,ชีวิตของเด็กอาจจะไม่มีค่าอะไรสำหรับมึง แต่ความคิดของมึงมันไม่มีค่าอะไรเลย,ชีวิตของ{IDENTITY_A}อาจจะไม่มีค่าอะไรสำหรับมึง แต่ความคิดของมึงมันไม่มีค่าอะไรเลย,counter_ref_nh,non-hateful,-,570
{IDENTITY_P},คนฮินดู,hinduism,แล้วกุผิดตรงไหนที่คิดว่าไอพวกคนฮินดูควรถูกประหารชีวิต,แล้วกุผิดตรงไหนที่คิดว่าไอพวก{IDENTITY_P}ควรถูกประหารชีวิต,phrase_question_h,hateful,general,458
{IDENTITY_P},แรงงาน,labour workers,พวกแรงงานคงไม่กล้าขำกุ ถ้ากุเริ่มยิงใส่พวกแม่ง,พวก{IDENTITY_P}คงไม่กล้าขำกุ ถ้ากุเริ่มยิงใส่พวกแม่ง,ref_subs_clause_h,hateful,directed,374
{IDENTITY_P},คนกะเหรี่ยง,Highland Indigenous People,พวกคนกะเหรี่ยงไม่มีทางดูดีเลย,พวก{IDENTITY_P}ไม่มีทางดูดีเลย,negate_pos_h,hateful,general,403
,,,พวก Data Scientist นี่มันเปลืองพื้นที่โลกชะมัด,พวก Data Scientist นี่มันเปลืองพื้นที่โลกชะมัด,target_group_nh,non-hateful,-,735
{IDENTITY_S},คนอีสาน,Thai Isan,พรุ่งนี้กุจะไปแทงคนอีสาน,พรุ่งนี้กุจะไปแทง{IDENTITY_S},threat_dir_h,hateful,general,86
,,,ควรมีคนไปหักคอพยาบาลพวกนั้นให้หมดซะ,ควรมีคนไปหักคอพยาบาลพวกนั้นให้หมดซะ,target_group_nh,non-hateful,-,760
{IDENTITY_P},คนพิการ,disbabled,ไอพวกคนพิการควรถูกฆ่าทิ้งให้หมด,ไอพวก{IDENTITY_P}ควรถูกฆ่าทิ้งให้หมด,threat_norm_h,hateful,general,101
{IDENTITY_S},คนฮินดู,hinduism,ชีวิตแมลงยังมีค่ามากกว่าชีวิตของพวกคนฮินดูเลย,ชีวิตแมลงยังมีค่ามากกว่าชีวิตของพวก{IDENTITY_S}เลย,derog_impl_h,hateful,general,68
{IDENTITY_S},คนอีสาน,Thai Isan,กุเป็นคนอีสาน,กุเป็น{IDENTITY_S},ident_neutral_nh,non-hateful,-,482
{IDENTITY_P},คนฮินดู,hinduism,คนฮินดู แม่งพวกเหี้ยจริงๆ,{IDENTITY_P} แม่งพวกเหี้ยจริงๆ,profanity_h,hateful,directed,249
{IDENTITY_P},คนไทยเชื้อสายจีน,Chinese-Thai,พวกคนไทยเชื้อสายจีนไปตายซะเถอะ,พวก{IDENTITY_P}ไปตายซะเถอะ,profanity_h,hateful,general,243
{IDENTITY_S},ทอม,tomboy,พวกทอมไม่มีทางเป็นคนดีในสังคมได้หรอก,พวก{IDENTITY_S}ไม่มีทางเป็นคนดีในสังคมได้หรอก,negate_pos_h,hateful,general,415
{IDENTITY_S},คนกะเหรี่ยง,Highland Indigenous People,เราไม่ควรปล่อยให้คนกะเหรี่ยงโดนข่มขืนเด็ดขาด,เราไม่ควรปล่อยให้{IDENTITY_S}โดนข่มขืนเด็ดขาด,negate_neg_nh,non-hateful,-,433
{IDENTITY_P},ผู้หญิง,women,ไม่อยากเชื่อว่าพวกผู้หญิงจะคิดว่ากุจะไม่ฆ่าพวกมันทุกคน,ไม่อยากเชื่อว่าพวก{IDENTITY_P}จะคิดว่ากุจะไม่ฆ่าพวกมันทุกคน,ref_subs_clause_h,hateful,directed,373
{IDENTITY_S},แรงงาน,labour workers,การเอาแรงงานมาเป็นผู้นำเป็นเรื่องดีที่สุดที่ทุกคนทำได้,การเอา{IDENTITY_S}มาเป็นผู้นำเป็นเรื่องดีที่สุดที่ทุกคนทำได้,ident_pos_nh,non-hateful,-,519
{IDENTITY_P},คนอิสลาม,islam,การที่มึงบอกว่าคนอิสลามแม่งเหี้ยหมด มันแสดงให้เห็นว่ามึงคิดแคบแค่ไหน,การที่มึงบอกว่า{IDENTITY_P}แม่งเหี้ยหมด มันแสดงให้เห็นว่ามึงคิดแคบแค่ไหน,counter_ref_nh,non-hateful,-,571
{IDENTITY_S},คนมาเล,Malay,เมื่อไหร่คนจะเข้าใจว่าเป็นสันดานของคนมาเลที่น่ารำคาญ,เมื่อไหร่คนจะเข้าใจว่าเป็นสันดานของ{IDENTITY_S}ที่น่ารำคาญ,phrase_question_h,hateful,general,461
{IDENTITY_P},คนพุทธ,buddhism,สำหรับกุแล้ว ไอพวกคนพุทธควรไปแขวนคอ,สำหรับกุแล้ว ไอพวก{IDENTITY_P}ควรไปแขวนคอ,phrase_opinion_h,hateful,directed,476
{IDENTITY_P},คนมาเล,Malay,คนต้องเข้าใจว่าคนมาเลไม่ใช่ภัยต่อสังคม,คนต้องเข้าใจว่า{IDENTITY_P}ไม่ใช่ภัยต่อสังคม,negate_neg_nh,non-hateful,-,425
{IDENTITY_P},คนฮินดู,hinduism,การที่มึงเกลียดคนฮินดูนี่โคตรเข้าใจผิดเลย,การที่มึงเกลียด{IDENTITY_P}นี่โคตรเข้าใจผิดเลย,counter_ref_nh,non-hateful,-,552
{SLUR_P},ทอม,tomboy,มีไอพวกทอมเยอะเกินไปในประเทศนี้,มีไอพวก{SLUR_P}เยอะเกินไปในประเทศนี้,slur_h,hateful,general,130
{IDENTITY_P},คนพิการ,disbabled,กุไม่ได้รู้จักคนพิการเยอะขนาดนั้น,กุไม่ได้รู้จัก{IDENTITY_P}เยอะขนาดนั้น,ident_neutral_nh,non-hateful,-,487
,,,กุอยากจะฆ่ามันให้ตาย,กุอยากจะฆ่ามันให้ตาย,target_indiv_nh,non-hateful,-,670
{IDENTITY_S},แรงงาน,labour workers,ควรเป็นเรื่องถูกกฎหมายที่จะฆ่าแรงงานอย่างเช่นมึง,ควรเป็นเรื่องถูกกฎหมายที่จะฆ่า{IDENTITY_S}อย่างเช่นมึง,threat_norm_h,hateful,directed,111
{IDENTITY_P},คนกรุง,Thai-Central,เค้าจะทำให้คนกรุงยิ้มให้ได้,เค้าจะทำให้{IDENTITY_P}ยิ้มให้ได้,ident_pos_nh,non-hateful,-,522
{IDENTITY_S},แรงงาน,labour workers,เราไม่ควรปล่อยให้แรงงานโดนข่มขืนเด็ดขาด,เราไม่ควรปล่อยให้{IDENTITY_S}โดนข่มขืนเด็ดขาด,negate_neg_nh,non-hateful,-,433
{IDENTITY_P},ทอม,tomboy,มีทอมบางคนได้เป็นรัฐบาล แม่งก็ยังเป็นแค่ขยะสำหรับกุอยู่ดี,มี{IDENTITY_P}บางคนได้เป็นรัฐบาล แม่งก็ยังเป็นแค่ขยะสำหรับกุอยู่ดี,ref_subs_sent_h,hateful,general,390
{IDENTITY_S},คนไทยเชื้อสายจีน,Chinese-Thai,ไอสัด คนไทยเชื้อสายจีนจะต้องตายด้วยความทรมาณจากมือของกุ,ไอสัด {IDENTITY_S}จะต้องตายด้วยความทรมาณจากมือของกุ,threat_dir_h,hateful,directed,100
{IDENTITY_P},คนกะเหรี่ยง,Highland Indigenous People,คนกะเหรี่ยง ในประเทศนี้ทำกุหงุดหงิดชิบหายเลย,{IDENTITY_P} ในประเทศนี้ทำกุหงุดหงิดชิบหายเลย,profanity_h,hateful,directed,255
{IDENTITY_P},คนไทย,Thai,พวกคนไทยแม่งโคตรน่ารังเกียจเลยว่ะ,พวก{IDENTITY_P}แม่งโคตรน่ารังเกียจเลยว่ะ,derog_neg_attrib_h,hateful,directed,25
{IDENTITY_P},คนมาเล,Malay,คนมาเล มันเทียบชั้นเราไม่ได้หรอก,{IDENTITY_P} มันเทียบชั้นเราไม่ได้หรอก,negate_pos_h,hateful,general,407
{IDENTITY_S},ทอม,tomboy,ควรเป็นเรื่องถูกกฎหมายที่จะฆ่าทอมอย่างเช่นมึง,ควรเป็นเรื่องถูกกฎหมายที่จะฆ่า{IDENTITY_S}อย่างเช่นมึง,threat_norm_h,hateful,directed,111
{IDENTITY_P},คนลาว,Thai-Laos,ไม่น่ามีใครเหี้ยไปกว่าพวกคนลาวละ,ไม่น่ามีใครเหี้ยไปกว่าพวก{IDENTITY_P}ละ,derog_neg_emote_h,hateful,general,12
{IDENTITY_P},ผู้ชาย,male,พวกผู้ชายอย่างมึงเลิกบ่นได้ มึงสมควรทนทุกข์ต่อไป,พวก{IDENTITY_P}อย่างมึงเลิกบ่นได้ มึงสมควรทนทุกข์ต่อไป,ref_subs_sent_h,hateful,directed,395
{IDENTITY_P},เด็กผู้หญิง,girl,ไม่รู้สินะ แต่ทุกครั้งที่เด็กผู้หญิงมองมา เขาคงรู้ว่าจริงๆ ฉันดูถูกเขาอยู่,ไม่รู้สินะ แต่ทุกครั้งที่{IDENTITY_P}มองมา เขาคงรู้ว่าจริงๆ ฉันดูถูกเขาอยู่,ref_subs_clause_h,hateful,general,364
{IDENTITY_P},คนแปลงเพศ,trans/ladyboy,จัดการพวกคนแปลงเพศให้หมดเถอะ,จัดการพวก{IDENTITY_P}ให้หมดเถอะ,threat_dir_h,hateful,directed,96
{IDENTITY_P},ผู้สูงอายุ,elderly,โรงเรียนกุแทบไม่มีผู้สูงอายุเลย,โรงเรียนกุแทบไม่มี{IDENTITY_P}เลย,ident_neutral_nh,non-hateful,-,497
{IDENTITY_P},เด็กผู้หญิง,girl,ก็แค่พวกเด็กผู้หญิง ยิงแม่งทิ้งไปเลยดีกว่า,ก็แค่พวก{IDENTITY_P} ยิงแม่งทิ้งไปเลยดีกว่า,ref_subs_sent_h,hateful,directed,396
{IDENTITY_P},แรงงาน,labour workers,พวกมึงและแรงงานในประเทศนี้ทำให้กุโคตรโกรธเลย,พวกมึงและ{IDENTITY_P}ในประเทศนี้ทำให้กุโคตรโกรธเลย,derog_neg_emote_h,hateful,directed,18
{IDENTITY_P},คนคริสต์,christianity,"ทำไมถึงพูด ""คนคริสต์ น่ารังเกียจ"" แล้วไม่รู้ว่ามันไม่ดีนี่นะ","ทำไมถึงพูด ""{IDENTITY_P} น่ารังเกียจ"" แล้วไม่รู้ว่ามันไม่ดีนี่นะ",counter_quote_nh,non-hateful,-,535
,,,อยากเลิกเป็นคนเหี้ยๆ แบบนี้แล้ว,อยากเลิกเป็นคนเหี้ยๆ แบบนี้แล้ว,profanity_nh,non-hateful,-,343
{IDENTITY_P},เกย์,gay,ชีวิตพวกมึงไม่มีค่าหรอก เป็นแค่เกย์,ชีวิตพวกมึงไม่มีค่าหรอก เป็นแค่{IDENTITY_P},ref_subs_sent_h,hateful,directed,398
{IDENTITY_P},ทอม,tomboy,มึงจะเหมารวมว่าทอมทุกคนโง่ไม่ได้ปะวะ,มึงจะเหมารวมว่า{IDENTITY_P}ทุกคนโง่ไม่ได้ปะวะ,counter_ref_nh,non-hateful,-,557
